name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,PassengerId,Age Group,Fare Quartile,cabin,member_type,is_survived,port,bridge,is_survived2,diff
"Madigan, Miss. Margaret",female,21,3rd,Q,Ireland,370370,7.15,0,0,yes,752,16-30,Minimum,E121,Passenger,1,"Queenstown, England",Bridge E,1,0
"Madill, Miss. Georgette Alexandra",female,16,1st,S,United States,24160,211.0609,0,1,yes,690,16-30,3,B5,Passenger,1,"Southampton, England",Bridge B,1,0
"Madsen, Mr. Fridtjof Arne",male,24,3rd,S,Norway,17369,7.021,0,0,yes,128,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Mäenpää, Mr. Matti Alexanteri",male,22,3rd,S,Finland,3101275,7.0206,0,0,no,755,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Maguire, Mr. John Edward",male,30,1st,S,United States,110469,26,0,0,no,1227,31-45,2,C106,Passenger,0,"Southampton, England",Bridge C,0,0
"Mahon, Miss. Bridget Delia",female,20,3rd,Q,Ireland,330924,7.1707,0,0,no,1108,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Maioni, Miss. Roberta Elizabeth Mary",female,20,1st,S,England,110152,86.1,0,0,yes,758,16-30,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Maisner, Mr. Simon",male,34,3rd,S,England,2816,8.01,0,0,no,465,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mäkinen, Mr. Kalle Edvard",male,29,3rd,S,Finland,3101268,7.1806,0,0,no,760,31-45,1,B77,Passenger,0,"Southampton, England",Bridge B,1,1
"Malachard, Mr. Jean-Noël",male,25,2nd,C,France,237735,15,0,0,no,761,16-30,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Mallet, Master. André Clement",male,1,2nd,C,France,2079,37,0,2,yes,762,0-15,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Mallet, Mr. Albert Denis Pierre",male,45,2nd,C,France,2079,37,1,1,no,763,45-60,3,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Mallet, Mrs. Antonine Marie",female,24,2nd,C,France,2079,37,1,1,yes,764,16-30,3,B96 B98,Passenger,1,"Cherbourg, France",Bridge B,1,0
"Māmā, Mr. Hannā Mikā'īl",male,18,3rd,C,Lebanon,2677,7.0407,0,0,yes,765,16-30,Minimum,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Mangan, Miss. Mary",female,32,3rd,Q,Ireland,364850,7.15,0,0,no,768,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Mangiavacchi, Mr. Serafino Emilio",male,30,2nd,C,United States,32861,15.1107,0,0,no,946,31-45,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Mannion, Miss. Margaret",female,28,3rd,Q,Ireland,36866,7.1409,0,0,yes,768,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Mardirosian, Mr. Sarkis",male,25,3rd,C,Turkey,2655,7.0407,0,0,no,1180,16-30,Minimum,F E46,Passenger,0,"Cherbourg, France",Bridge F,0,0
"Maréchal, Mr. Pierre",male,29,1st,C,France,11774,29.14,0,0,yes,770,31-45,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Marinko, Mr. Dmitri",male,23,3rd,S,Yugoslavia,349238,7.1711,0,0,no,771,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Markoff, Mr. Marin",male,35,3rd,S,Bulgaria,349213,7.1711,0,0,no,848,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Markun, Mr. Johann",male,33,3rd,C,Slovenia,349257,7.1711,0,0,no,882,31-45,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Marvin, Mr. Daniel Warner",male,18,1st,S,United States,113773,53.02,1,0,no,749,16-30,3,D30,Passenger,0,"Southampton, England",Bridge D,0,0
"Marvin, Mrs. Mary Graham Carmichael",female,18,1st,S,Scotland,113773,53.02,1,0,yes,775,16-30,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Matinoff, Mr. Nicola",male,30,3rd,C,Bulgaria,349255,7.1711,0,0,no,1043,31-45,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Matthews, Mr. William John",male,23,2nd,S,England,28228,13,0,0,no,419,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Maybery, Mr. Frank Hubert",male,36,2nd,S,England,239059,16,0,0,no,1077,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mayné, Mlle. Berthe Antonine",female,24,1st,C,Belgium,17482,49.1001,0,0,yes,779,16-30,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"McCaffry, Mr. Thomas Francis",male,46,1st,S,Canada,13050,75.041,0,0,no,1162,45-60,3,C6,Passenger,0,"Southampton, England",Bridge C,0,0
"McCarthy, Miss. Catherine",female,25,3rd,Q,Ireland,383123,7.15,0,0,yes,781,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"McCarthy, Mr. Timothy J.",male,55,1st,S,United States,17463,51.1703,0,0,no,782,45-60,3,B20,Passenger,0,"Southampton, England",Bridge B,1,1
"McCormack, Mr. Thomas Joseph",male,19,3rd,Q,United States,367228,7.15,0,0,yes,829,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"McCoy, Miss. Agnes",female,29,3rd,Q,Ireland,367226,23.05,2,0,yes,331,31-45,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"McCoy, Miss. Alice",female,26,3rd,Q,Ireland,367226,23.05,2,0,yes,785,16-30,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"McCoy, Mr. Bernard",male,24,3rd,Q,Ireland,367226,23.05,2,0,yes,302,16-30,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"McCrae, Mr. Arthur Gordon",male,32,2nd,S,Australia,237216,13.1,0,0,no,953,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"McCrie, Mr. James Matthew",male,32,2nd,S,Canada,233478,13,0,0,no,1072,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"McDermott, Miss. Bridget Delia",female,31,3rd,Q,Ireland,330932,7.1508,0,0,yes,789,31-45,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"McEvoy, Mr. Michael",male,20,3rd,Q,Ireland,36568,15.1,0,0,no,719,16-30,2,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"McGough, Mr. James Robert",male,35,1st,S,Ireland,17473,26.0509,0,0,yes,513,31-45,2,E25,Passenger,1,"Southampton, England",Bridge E,1,0
"McGovern, Ms. Mary",female,22,3rd,Q,Ireland,330931,7.1707,0,0,yes,792,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"McGowan, Miss. Anna Louise",female,17,3rd,Q,United States,330923,8,0,0,yes,793,16-30,1,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"McGowan, Miss. Catherine",female,42,3rd,Q,Ireland,9232,7.15,0,0,no,794,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"McKane, Mr. Peter Daniel",male,46,2nd,S,Channel Islands,28403,26,0,0,no,795,45-60,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"McMahon, Mr. Martin",male,19,3rd,Q,Ireland,370372,7.15,0,0,no,127,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"McNamee, Mr. Neal",male,27,3rd,S,England,376566,16.02,1,0,no,744,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"McNamee, Mrs. Eileen",female,19,3rd,S,England,376566,16.02,1,0,no,798,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"McNeill, Miss. Bridget",female,32,3rd,Q,Ireland,370368,7.15,0,0,no,1119,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Meanwell, Mrs. Marian",female,62,3rd,S,England,392087,8.01,0,0,no,800,60+,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Meehan, Mr. John",male,22,3rd,Q,Ireland,3130,7.15,0,0,no,801,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Meek, Mrs. Annie Louisa",female,32,3rd,S,England,343095,8.01,0,0,no,802,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Mellinger, Miss. Violet Madeline",female,13,2nd,S,England,250644,19.1,0,1,yes,803,0-15,2,B96 B98,Passenger,1,"Southampton, England",Bridge B,1,0
"Mellinger, Mrs. Elizabeth Anne",female,42,2nd,S,England,250644,19.1,0,1,yes,804,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Mellors, Mr. William John",male,19,2nd,S,England,751,10.1,0,0,yes,227,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Meo (Martino), Mr. Alfonzo",male,48,3rd,S,Italy,11206,8.01,0,0,no,806,45-60,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mernagh, Mr. Robert",male,28,3rd,Q,Ireland,368703,7.15,0,0,no,197,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Meyer, Mr. August",male,31,2nd,S,England,248723,13,0,0,no,809,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Meyer, Mr. Edgar Joseph",male,28,1st,C,United States,17604,82.0305,1,0,no,35,16-30,3,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Meyer, Mrs. Leila",female,25,1st,C,United States,17604,82.0305,1,0,yes,810,16-30,3,E8,Passenger,1,"Cherbourg, France",Bridge E,1,0
"Midtsjø, Mr. Karl Albert",male,21,3rd,S,Norway,345501,7.1506,0,0,yes,811,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Mihoff, Mr. Stoytcho",male,28,3rd,S,Bulgaria,349207,7.1711,0,0,no,812,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Miles, Mr. Frank",male,23,3rd,S,England,359306,8.01,0,0,no,968,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Millet, Mr. Francis Davis",male,65,1st,C,United States,13509,26.11,0,0,no,457,60+,2,E38,Passenger,0,"Cherbourg, France",Bridge E,0,0
"Milling, Mr. Jacob Christian",male,48,2nd,S,Denmark,234360,13,0,0,no,464,45-60,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Minahan, Dr. William Edward",male,44,1st,Q,United States,19928,90,2,0,no,246,45-60,3,C78,Passenger,0,"Queenstown, England",Bridge C,0,0
"Minahan, Miss. Daisy E.",female,33,1st,Q,United States,19928,90,1,0,yes,817,31-45,3,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Minahan, Mrs. Lillian E.",female,37,1st,Q,United States,19928,90,1,0,yes,818,31-45,3,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Mineff, Mr. Ivan",male,24,3rd,S,NA,349233,7.1711,0,0,no,295,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Minkoff, Mr. Lazar",male,21,3rd,S,Bulgaria,349211,7.1711,0,0,no,963,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mitchell, Mr. Henry Michael",male,72,2nd,S,England,24580,10.1,0,0,no,673,60+,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mitkoff, Mr. Mito",male,23,3rd,S,NA,349221,7.1711,0,0,no,651,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mockler, Miss. Ellen Mary",female,23,3rd,Q,Ireland,330980,7.1707,0,0,yes,823,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Mock, Mr. Philipp Edmund",male,30,1st,C,United States,13236,57.15,1,0,yes,926,31-45,3,C78,Passenger,1,"Cherbourg, France",Bridge C,0,1
"Moen, Mr. Sigurd Hansen",male,27,3rd,S,Norway,348123,7.13,0,0,no,76,16-30,Minimum,F G73,Passenger,0,"Southampton, England",Bridge F,0,0
"Molson, Mr. Harry Markland",male,55,1st,S,Canada,113787,30.1,0,0,no,493,45-60,2,C30,Passenger,0,"Southampton, England",Bridge C,0,0
"Montvila, Fr. Juozas",male,27,2nd,S,England,211536,13,0,0,no,827,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Moore, Mr. Clarence Bloomfield",male,47,1st,S,United States,113796,42.08,0,0,no,959,45-60,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Moore, Mr. Leonard Charles",male,19,3rd,S,England,54510,8.01,0,0,no,122,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Moor, Master. Meier",male,7,3rd,S,NA,392096,12.0906,0,1,yes,752,0-15,1,E121,Passenger,1,"Southampton, England",Bridge E,1,0
"Moor, Mrs. Beila",female,29,3rd,S,NA,392096,12.0906,0,1,yes,831,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Moran, Miss. Bridget",female,28,3rd,Q,Ireland,371110,24.03,1,0,yes,832,16-30,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Moran, Mr. Daniel J.",male,28,3rd,Q,Ireland,371110,24.03,1,0,no,833,16-30,2,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Moraweck, Dr. Ernest",male,54,2nd,S,United States,29011,14,0,0,no,318,45-60,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Morley, Mr. Henry Samuel",male,38,2nd,S,England,250655,26,0,0,no,835,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Morley, Mr. William",male,34,3rd,S,England,364506,8.01,0,0,no,462,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Morrow, Mr. Thomas Rowan",male,30,3rd,Q,Ireland,372622,7.15,0,0,no,561,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Moss, Mr. Albert Johan",male,29,3rd,S,Norway,312991,7.1506,0,0,yes,108,31-45,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Moussa, Mrs. Mantoura Boulos",female,35,3rd,C,Lebanon,2626,7.0407,0,0,yes,839,31-45,Minimum,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Moutal, Mr. Rahamin Haim",male,28,3rd,S,England,374746,8.01,0,0,no,78,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mubārik, Master. Halīm",male,4,3rd,C,Lebanon,2661,15.0411,1,1,yes,841,0-15,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Mubārik, Master. Jirjis",male,7,3rd,C,Lebanon,2661,15.0411,1,1,yes,842,0-15,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Mubārik, Mrs. Amīnah",female,25,3rd,C,Lebanon,2661,15.0411,0,2,yes,843,16-30,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Mudd, Mr. Thomas Cupper",male,17,2nd,S,England,3,10.1,0,0,no,844,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Mullin, Miss. Catherine",female,21,3rd,Q,Ireland,35852,7.1408,0,0,yes,845,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Mulvihill, Miss. Bridget Elizabeth",female,25,3rd,Q,Ireland,382653,7.15,0,0,yes,846,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Murdlin, Mr. Joseph",male,22,3rd,S,England,3235,8.01,0,0,no,590,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Murphy, Miss. Catherine",female,18,3rd,Q,Ireland,367230,15.1,1,0,yes,848,16-30,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Murphy, Miss. Margaret Jane",female,25,3rd,Q,Ireland,367230,15.1,1,0,yes,613,16-30,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Murphy, Miss. Nora",female,31,3rd,Q,Ireland,36568,15.1,0,0,yes,1092,31-45,2,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Muslamānī, Mrs. Fatīmah Muhammad",female,22,3rd,C,Lebanon,2649,7.0406,0,0,yes,851,16-30,Minimum,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,3rd,S,Sweden,347078,7.15,0,0,no,776,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Myles, Mr. Thomas Francis",male,63,2nd,Q,Ireland,240276,9.1309,0,0,no,894,60+,1,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Naidenoff, Mr. Penko",male,22,3rd,S,Bulgaria,349206,7.1711,0,0,no,288,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Najib Kiamie, Miss. Adele",female,15,3rd,C,Lebanon,2667,7.0406,0,0,yes,855,16-30,Minimum,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Nakhli, Mr. Toufik",male,17,3rd,C,Lebanon,2641,7.0407,0,0,no,856,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Nakid, Miss. Maria",female,1,3rd,C,Lebanon,2653,15.141,0,2,yes,857,0-15,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Nakid, Mr. Sahid",male,21,3rd,C,Lebanon,2653,15.141,1,1,yes,623,16-30,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Nakid, Mrs. Waika",female,19,3rd,C,Lebanon,2653,15.141,1,1,yes,859,16-30,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Nancarrow, Mr. William Henry",male,36,3rd,S,England,3338,8.01,0,0,no,991,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nankoff, Mr. Minko",male,32,3rd,S,NA,349218,7.1711,0,0,no,740,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nasr 'Almā, Mr. Mustafà",male,20,3rd,C,Lebanon,2652,7.0407,0,0,no,862,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Nasser, Mr. Nicholas",male,28,2nd,C,United States,237736,30.0105,1,0,no,123,16-30,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Nasser, Mrs. Adele",female,14,2nd,C,Lebanon,237736,30.0105,1,0,yes,864,16-30,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Nassr Rizq, Mr. Saade",male,20,3rd,C,Lebanon,2676,7.0406,0,0,no,865,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Natsch, Mr. Charles",male,36,1st,C,United States,17596,29.14,0,1,no,866,31-45,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Naughton, Miss. Hannah",female,21,3rd,Q,Ireland,365237,7.15,0,0,no,1302,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Navratil, Master. Edmond Roger",male,2,2nd,S,France,230080,26,1,1,yes,341,0-15,2,F2,Passenger,1,"Southampton, England",Bridge F,1,0
"Navratil, Master. Michel Marcel",male,3,2nd,S,France,230080,26,1,1,yes,869,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Navratil, Mr. Michel",male,32,2nd,S,Slovakia (Modern day),230080,26,0,2,no,870,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Nenkov, Mr. Hristo",male,22,3rd,S,NA,349234,7.1711,0,0,no,871,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nesson, Mr. Israel",male,26,2nd,S,England,244368,13,0,0,no,1214,16-30,1,F2,Passenger,0,"Southampton, England",Bridge F,0,0
"Newell, Miss. Madeleine",female,31,1st,C,United States,35273,113.0506,1,0,yes,216,31-45,3,D36,Passenger,1,"Cherbourg, France",Bridge D,1,0
"Newell, Miss. Marjorie Anne",female,23,1st,C,United States,35273,113.0506,1,0,yes,874,16-30,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Newell, Mr. Arthur Webster",male,58,1st,C,United States,35273,113.0506,0,2,no,660,45-60,3,D48,Passenger,0,"Cherbourg, France",Bridge D,0,0
"Newsom, Miss. Helen Monypeny",female,19,1st,S,United States,11752,26.0508,0,2,yes,137,16-30,2,D47,Passenger,1,"Southampton, England",Bridge D,1,0
"Nicholls, Mr. Joseph Charles",male,19,2nd,S,England,33112,36.15,1,1,no,146,16-30,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nicholson, Mr. Arthur Ernest",male,60,1st,S,England,693,26,0,0,no,546,60+,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nieminen, Miss. Manta Josefina",female,29,3rd,S,Finland,3101297,7.1806,0,0,no,964,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Niklasson, Mr. Samuel",male,28,3rd,S,Sweden,363611,8.01,0,0,no,1149,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nilsson, Miss. Berta Olivia",female,18,3rd,S,Sweden,347066,7.1506,0,0,yes,1089,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Nilsson, Miss. Helmina Josefina",female,26,3rd,S,Sweden,347470,7.1701,0,0,yes,316,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Nilsson, Mr. August Ferdinand",male,21,3rd,S,Sweden,350410,7.1701,0,0,no,1153,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Nīqūla Yārid, Master. Ilyās",male,11,3rd,C,Lebanon,2651,11.041,1,0,yes,884,0-15,1,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Nīqūla Yārid, Miss. Jamilah",female,14,3rd,C,Lebanon,2651,11.041,1,0,yes,885,16-30,1,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Nirva, Mr. Iisakki Antino Äijö",male,41,3rd,S,Finland,3101272,7.0206,0,0,no,886,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Niskänen, Mr. Juha",male,39,3rd,S,United States,3101289,7.1806,0,0,yes,887,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Nofal, Mr. Mansouer",male,20,3rd,C,Lebanon,2697,7.0407,0,0,no,888,16-30,Minimum,B42,Passenger,0,"Cherbourg, France",Bridge B,1,1
